"accl_x_value","accl_y_value","accl_z_value","gyro_x_value","gyro_y_value","gyro_z_value","mag_x_value","mag_y_value","mag_z_value","action_class"
"-0.64893","-0.141964","7.28444","0.279791","-0.125088","0.0608406","-2.49081","-11.0538","-34.4418","1"
"-7.94576","-0.272659","12.612","-0.996521","1.13087","-0.887085","17.392","14.1693","-39.2761","0"
"-0.820517","-0.752546","7.93144","0.132351","-0.216829","-0.146368","-1.6283","-9.70383","-35.6703","1"
"-2.47562","-0.931824","9.42626","-0.0217896","-0.00685425","-0.0515381","8.93555","18.8528","-40.0162","0"
"4.64648","-0.128991","5.18441","0.704176","-0.175446","0.449995","-6.51703","-11.4101","-33.4928","1"
"-9.12909","-3.32221","12.1036","-1.72173","0.873703","-2.90743","13.7253","12.146","-40.0337","0"
"1.2123","-1.568","4.08016","0.467453","0.181404","-0.164717","-5.34878","-9.81102","-32.3275","1"
"-5.26066","-1.2406","8.47463","-0.132545","-0.407433","-0.619949","16.8381","19.5168","-36.618","0"
"1.19846","-0.669349","4.4849","0.86729","-0.29793","0.345583","-9.45631","-12.5868","-30.4422","1"
"-4.04703","-0.990501","11.3142","-1.61981","0.448189","-2.65321","11.8767","9.48181","-42.0975","0"
"2.86909","0.160919","10.1546","0.461771","-0.119236","0.193237","-12.5862","-10.5585","-32.6279","1"
"-2.59923","-0.0540085","11.2326","-1.14821","0.221848","-1.74315","2.20184","14.2502","-43.866","0"
"3.7937","-2.07966","5.18729","0.666587","-0.208782","0.43575","-15.5393","-14.2866","-32.0565","1"
"-2.91995","-0.967509","10.5374","-1.19839","0.505483","-1.61652","-0.882467","14.2502","-43.9662","0"
"6.04055","0.0963226","1.33503","1.67309","-0.28237","1.28927","-17.4481","-16.615","-32.0908","1"
"-3.85425","-1.79228","12.4332","-2.50514","0.722895","-2.3714","-3.4495","0.239563","-40.9119","0"
"5.19612","0.607319","6.85671","0.73264","-0.0238081","0.474784","-11.055","-12.3463","-34.5596","1"
"-3.12755","-1.87131","11.4891","-1.15342","0.291626","-1.63678","2.40479","16.1245","-43.188","0"
"2.87835","-1.0193","5.07648","0.27243","-0.00822885","-0.00898961","-13.4389","-12.4743","-34.8195","1"
"-2.0131","-0.621361","10.4892","-0.358292","0.206459","-0.462936","3.36609","19.1536","-44.0491","0"
"1.98078","0.379122","5.81517","0.300938","-0.085556","0.0656041","-13.5478","-13.1733","-34.2658","1"
"-2.45276","-0.702545","11.1502","-0.595993","0.416626","-0.868576","3.71246","17.704","-44.4817","0"
"5.58211","-0.566515","6.76751","0.496469","-0.217732","0.239295","-15.7652","-12.8261","-34.1507","1"
"-2.44425","-1.12217","10.9493","-1.00249","0.305923","-1.07484","-1.46891","18.1976","-44.3827","0"
"3.12736","-0.26219","6.96055","0.365465","-0.211062","0.0606406","-18.1634","-13.2121","-35.2942","1"
"-3.00437","-1.26732","10.9647","-0.441142","0.249196","-0.586273","-6.13658","18.2281","-45.0297","0"
"3.90426","-0.0756861","4.29036","0.89638","-0.115148","0.704394","-19.7451","-17.0342","-34.4765","1"
"-1.42551","0.051918","10.747","-2.25435","0.624695","-2.44779","-0.65155","8.9241","-46.2212","0"
"4.58555","-1.27003","2.00435","0.420362","0.00421143","0.0811253","-13.924","-7.28836","-38.1887","1"
"-2.54979","-0.708252","10.3182","-0.913841","0.249886","-1.50976","-0.805664","16.6908","-45.282","0"
"2.71399","-1.79712","3.85369","0.334599","-0.147193","0.22146","-15.1823","-10.5868","-35.6794","1"
"-1.07779","-0.397525","10.0019","-0.290112","0.184967","-0.378485","-1.63116","17.6782","-44.6274","0"
"1.38243","0.118593","7.94173","0.432268","-0.0407998","0.344463","-15.3843","-11.8478","-34.8341","1"
"-2.64237","-3.05109","12.0136","-1.72479","0.538155","-2.02393","-5.85022","19.7929","-42.4438","0"
"4.67595","-0.793324","5.47401","0.794255","-0.235707","0.53377","-18.3544","-10.1508","-31.9384","1"
